,id_batiment,nb_maisons,infra_id,infra_type,longueur,difficulty_infra
71,E000017,1,P007982,infra_intacte,49.956115228201,
72,E000017,1,P000241,infra_intacte,75.9819951693543,
73,E000017,1,P000029,infra_intacte,18.9457207565174,
74,E000017,1,P007325,infra_intacte,8.42688269265196,
75,E000018,1,P007111,infra_intacte,12.3144613356693,
76,E000018,1,P007982,infra_intacte,49.956115228201,
77,E000018,1,P000241,infra_intacte,75.9819951693543,
78,E000018,1,P000029,infra_intacte,18.9457207565174,
79,E000018,1,P007381,infra_intacte,9.80887356986274,
80,E000019,1,P007111,infra_intacte,12.3144613356693,
81,E000019,1,P007982,infra_intacte,49.956115228201,
82,E000019,1,P000241,infra_intacte,75.9819951693543,
83,E000019,1,P000170,infra_intacte,21.8831919484578,
84,E000019,1,P007215,infra_intacte,7.51222531488334,
85,E000020,1,P007111,infra_intacte,12.3144613356693,
86,E000020,1,P007982,infra_intacte,49.956115228201,
87,E000020,1,P000241,infra_intacte,75.9819951693543,
88,E000020,1,P000170,infra_intacte,21.8831919484578,
89,E000020,1,P007145,infra_intacte,7.75407103642654,
90,E000021,1,P007111,infra_intacte,12.3144613356693,
91,E000021,1,P007982,infra_intacte,49.956115228201,
92,E000021,1,P000241,infra_intacte,75.9819951693543,
93,E000021,1,P000170,infra_intacte,21.8831919484578,
94,E000021,1,P007225,infra_intacte,10.3993778636477,
95,E000022,1,P007111,infra_intacte,12.3144613356693,
96,E000022,1,P007982,infra_intacte,49.956115228201,
97,E000022,1,P000241,infra_intacte,75.9819951693543,
98,E000022,1,P000040,infra_intacte,15.2944907641422,
99,E000022,1,P007277,infra_intacte,9.02547153965115,
100,E000023,1,P007111,infra_intacte,12.3144613356693,
101,E000023,1,P007982,infra_intacte,49.956115228201,
102,E000023,1,P000241,infra_intacte,75.9819951693543,
103,E000023,1,P000298,infra_intacte,17.8683661881297,
104,E000023,1,P007122,infra_intacte,10.5829298832587,
105,E000024,1,P007111,infra_intacte,12.3144613356693,
106,E000024,1,P007982,infra_intacte,49.956115228201,
107,E000024,1,P000241,infra_intacte,75.9819951693543,
108,E000024,1,P000298,infra_intacte,17.8683661881297,
109,E000024,1,P007368,infra_intacte,12.3590774620561,
110,E000025,1,P007111,infra_intacte,12.3144613356693,
111,E000025,1,P007982,infra_intacte,49.956115228201,
112,E000025,1,P000181,infra_intacte,6.18934271279126,
113,E000025,1,P000394,infra_intacte,37.5183055134459,
114,E000025,1,P000395,infra_intacte,61.6365018431784,
115,E000025,1,P000381,infra_intacte,55.0605613618661,
116,E000025,1,P007251,infra_intacte,7.71576907713709,
117,E000026,1,P007111,infra_intacte,12.3144613356693,
118,E000026,1,P007982,infra_intacte,49.956115228201,
119,E000026,1,P000181,infra_intacte,6.18934271279126,
120,E000026,1,P000394,infra_intacte,37.5183055134459,
121,E000026,1,P000395,infra_intacte,61.6365018431784,
122,E000026,1,P000381,infra_intacte,55.0605613618661,
123,E000026,1,P007243,infra_intacte,10.8332248506963,
124,E000027,1,P007111,infra_intacte,12.3144613356693,
125,E000027,1,P007982,infra_intacte,49.956115228201,
126,E000027,1,P000181,infra_intacte,6.18934271279126,
127,E000027,1,P000394,infra_intacte,37.5183055134459,
128,E000027,1,P000395,infra_intacte,61.6365018431784,
129,E000027,1,P000381,infra_intacte,55.0605613618661,
130,E000027,1,P007146,infra_intacte,14.1328129079196,
131,E000028,1,P007111,infra_intacte,12.3144613356693,
132,E000028,1,P007982,infra_intacte,49.956115228201,
133,E000028,1,P000181,infra_intacte,6.18934271279126,
134,E000028,1,P000394,infra_intacte,37.5183055134459,
135,E000028,1,P000395,infra_intacte,61.6365018431784,
136,E000028,1,P000381,infra_intacte,55.0605613618661,
137,E000028,1,P007338,infra_intacte,17.7187304348002,
138,E000029,1,P007111,infra_intacte,12.3144613356693,
139,E000029,1,P007982,infra_intacte,49.956115228201,
140,E000029,1,P000181,infra_intacte,6.18934271279126,
141,E000029,1,P000394,infra_intacte,37.5183055134459,
142,E000029,1,P000395,infra_intacte,61.6365018431784,
143,E000029,1,P000334,infra_intacte,9.01673275932094,
144,E000029,1,P007328,infra_intacte,13.580887613469,
145,E000030,1,P007111,infra_intacte,12.3144613356693,
146,E000030,1,P007982,infra_intacte,49.956115228201,
147,E000030,1,P000181,infra_intacte,6.18934271279126,
148,E000030,1,P000394,infra_intacte,37.5183055134459,
149,E000030,1,P000395,infra_intacte,61.6365018431784,
150,E000030,1,P000334,infra_intacte,9.01673275932094,
151,E000030,1,P007244,infra_intacte,13.8202543784816,
152,E000031,1,P007111,infra_intacte,12.3144613356693,
153,E000031,1,P007982,infra_intacte,49.956115228201,
154,E000031,1,P000181,infra_intacte,6.18934271279126,
155,E000031,1,P000394,infra_intacte,37.5183055134459,
156,E000031,1,P000395,infra_intacte,61.6365018431784,
157,E000031,1,P000334,infra_intacte,9.01673275932094,
158,E000031,1,P007133,infra_intacte,15.2467571493073,
159,E000032,1,P007111,infra_intacte,12.3144613356693,
160,E000032,1,P007982,infra_intacte,49.956115228201,
161,E000032,1,P000181,infra_intacte,6.18934271279126,
162,E000032,1,P000394,infra_intacte,37.5183055134459,
163,E000032,1,P000395,infra_intacte,61.6365018431784,
164,E000032,1,P000334,infra_intacte,9.01673275932094,
165,E000032,1,P007152,infra_intacte,17.3707128102982,
166,E000033,1,P007111,infra_intacte,12.3144613356693,
167,E000033,1,P007982,infra_intacte,49.956115228201,
168,E000033,1,P000181,infra_intacte,6.18934271279126,
169,E000033,1,P000394,infra_intacte,37.5183055134459,
170,E000033,1,P000395,infra_intacte,61.6365018431784,
171,E000033,1,P000334,infra_intacte,9.01673275932094,
172,E000033,1,P007227,infra_intacte,19.3633643271163,
173,E000034,1,P007111,infra_intacte,12.3144613356693,
174,E000034,1,P007982,infra_intacte,49.956115228201,
175,E000034,1,P000181,infra_intacte,6.18934271279126,
176,E000034,1,P000394,infra_intacte,37.5183055134459,
177,E000034,1,P000395,infra_intacte,61.6365018431784,
178,E000034,1,P000052,infra_intacte,12.8565075983714,
179,E000034,1,P007177,infra_intacte,2.34927288108204,
180,E000035,1,P007111,infra_intacte,12.3144613356693,
181,E000035,1,P007982,infra_intacte,49.956115228201,
182,E000035,1,P000181,infra_intacte,6.18934271279126,
183,E000035,1,P000394,infra_intacte,37.5183055134459,
184,E000035,1,P000395,infra_intacte,61.6365018431784,
185,E000035,1,P000052,infra_intacte,12.8565075983714,
186,E000035,1,P007354,infra_intacte,10.1307302770864,
187,E000036,1,P007111,infra_intacte,12.3144613356693,
188,E000036,1,P007983,infra_intacte,40.3209288665353,
189,E000036,1,P000160,infra_intacte,44.6252544771484,
190,E000036,1,P000348,infra_intacte,9.12960147203556,
191,E000036,1,P000020,infra_intacte,51.3121054948589,
192,E000036,1,P000148,infra_intacte,34.0746754515243,
193,E000036,1,P007402,infra_intacte,8.64060281351536,
194,E000037,1,P007111,infra_intacte,12.3144613356693,
195,E000037,1,P007983,infra_intacte,40.3209288665353,
196,E000037,1,P000160,infra_intacte,44.6252544771484,
197,E000037,1,P000348,infra_intacte,9.12960147203556,
198,E000037,1,P000020,infra_intacte,51.3121054948589,
199,E000037,1,P000148,infra_intacte,34.0746754515243,
200,E000037,1,P007395,infra_intacte,11.1110240485116,
201,E000038,1,P007111,infra_intacte,12.3144613356693,
202,E000038,1,P007983,infra_intacte,40.3209288665353,
203,E000038,1,P000160,infra_intacte,44.6252544771484,
204,E000038,1,P000348,infra_intacte,9.12960147203556,
205,E000038,1,P000020,infra_intacte,51.3121054948589,
206,E000038,1,P000148,infra_intacte,34.0746754515243,
207,E000038,1,P007347,infra_intacte,17.3680174427927,
208,E000039,1,P007111,infra_intacte,12.3144613356693,
209,E000039,1,P007983,infra_intacte,40.3209288665353,
210,E000039,1,P000160,infra_intacte,44.6252544771484,
211,E000039,1,P000348,infra_intacte,9.12960147203556,
212,E000039,1,P000020,infra_intacte,51.3121054948589,
213,E000039,1,P000015,infra_intacte,7.95699200194991,
214,E000039,1,P007193,infra_intacte,8.20660981592346,
215,E000040,1,P007111,infra_intacte,12.3144613356693,
216,E000040,1,P007983,infra_intacte,40.3209288665353,
217,E000040,1,P000308,infra_intacte,39.1407985664577,
218,E000040,1,P000160,infra_intacte,44.6252544771484,
219,E000040,1,P000187,infra_intacte,15.0067646658694,
220,E000040,1,P007239,infra_intacte,6.99283985604053,
221,E000041,1,P007111,infra_intacte,12.3144613356693,
222,E000041,1,P007983,infra_intacte,40.3209288665353,
223,E000041,1,P000308,infra_intacte,39.1407985664577,
224,E000041,1,P000160,infra_intacte,44.6252544771484,
225,E000041,1,P000187,infra_intacte,15.0067646658694,
226,E000041,1,P007226,infra_intacte,14.9386818000782,
227,E000042,1,P007111,infra_intacte,12.3144613356693,
228,E000042,1,P007983,infra_intacte,40.3209288665353,
229,E000042,1,P000308,infra_intacte,39.1407985664577,
230,E000042,1,P000160,infra_intacte,44.6252544771484,
231,E000042,1,P000347,infra_intacte,47.6908735474847,
232,E000042,1,P007259,infra_intacte,7.22642714229678,
233,E000043,1,P007111,infra_intacte,12.3144613356693,
234,E000043,1,P007983,infra_intacte,40.3209288665353,
235,E000043,1,P000308,infra_intacte,39.1407985664577,
236,E000043,1,P000160,infra_intacte,44.6252544771484,
237,E000043,1,P000347,infra_intacte,47.6908735474847,
238,E000043,1,P007135,infra_intacte,8.29321324734341,
239,E000044,1,P007111,infra_intacte,12.3144613356693,
240,E000044,1,P007983,infra_intacte,40.3209288665353,
241,E000044,1,P000308,infra_intacte,39.1407985664577,
242,E000044,1,P000160,infra_intacte,44.6252544771484,
243,E000044,1,P000347,infra_intacte,47.6908735474847,
244,E000044,1,P007378,infra_intacte,11.5278268624067,
245,E000045,1,P007111,infra_intacte,12.3144613356693,
246,E000045,1,P007982,infra_intacte,49.956115228201,
247,E000045,1,P000181,infra_intacte,6.18934271279126,
248,E000045,1,P000394,infra_intacte,37.5183055134459,
249,E000045,1,P000395,infra_intacte,61.6365018431784,
250,E000045,1,P000334,infra_intacte,9.01673275932094,
251,E000045,1,P000256,infra_intacte,29.4336698447574,
252,E000045,1,P007287,infra_intacte,6.26783452067774,
253,E000046,1,P007111,infra_intacte,12.3144613356693,
254,E000046,1,P007982,infra_intacte,49.956115228201,
255,E000046,1,P000181,infra_intacte,6.18934271279126,
256,E000046,1,P000394,infra_intacte,37.5183055134459,
257,E000046,1,P000395,infra_intacte,61.6365018431784,
258,E000046,1,P000334,infra_intacte,9.01673275932094,
259,E000046,1,P000256,infra_intacte,29.4336698447574,
260,E000046,1,P007387,infra_intacte,13.1723164317785,
261,E000047,1,P007111,infra_intacte,12.3144613356693,
262,E000047,1,P007982,infra_intacte,49.956115228201,
263,E000047,1,P000181,infra_intacte,6.18934271279126,
264,E000047,1,P000394,infra_intacte,37.5183055134459,
265,E000047,1,P000395,infra_intacte,61.6365018431784,
266,E000047,1,P000334,infra_intacte,9.01673275932094,
267,E000047,1,P000256,infra_intacte,29.4336698447574,
268,E000047,1,P007376,infra_intacte,14.2129999843549,
269,E000048,1,P007111,infra_intacte,12.3144613356693,
270,E000048,1,P007982,infra_intacte,49.956115228201,
271,E000048,1,P000181,infra_intacte,6.18934271279126,
272,E000048,1,P000394,infra_intacte,37.5183055134459,
273,E000048,1,P000395,infra_intacte,61.6365018431784,
274,E000048,1,P000334,infra_intacte,9.01673275932094,
275,E000048,1,P000256,infra_intacte,29.4336698447574,
276,E000048,1,P007305,infra_intacte,16.0944335793595,
277,E000049,1,P007111,infra_intacte,12.3144613356693,
278,E000049,1,P007982,infra_intacte,49.956115228201,
279,E000049,1,P000181,infra_intacte,6.18934271279126,
280,E000049,1,P000394,infra_intacte,37.5183055134459,
281,E000049,1,P000395,infra_intacte,61.6365018431784,
282,E000049,1,P000381,infra_intacte,55.0605613618661,
283,E000049,1,P000126,infra_intacte,6.38951344091244,
284,E000049,1,P007200,infra_intacte,12.0960743440014,
285,E000050,1,P007111,infra_intacte,12.3144613356693,
286,E000050,1,P007982,infra_intacte,49.956115228201,
287,E000050,1,P000181,infra_intacte,6.18934271279126,
288,E000050,1,P000394,infra_intacte,37.5183055134459,
289,E000050,1,P000395,infra_intacte,61.6365018431784,
290,E000050,1,P000381,infra_intacte,55.0605613618661,
291,E000050,1,P000126,infra_intacte,6.38951344091244,
292,E000050,1,P007300,infra_intacte,12.0511353865963,
293,E000051,1,P007111,infra_intacte,12.3144613356693,
294,E000051,1,P007982,infra_intacte,49.956115228201,
295,E000051,1,P000181,infra_intacte,6.18934271279126,
296,E000051,1,P000394,infra_intacte,37.5183055134459,
297,E000051,1,P000395,infra_intacte,61.6365018431784,
298,E000051,1,P000381,infra_intacte,55.0605613618661,
299,E000051,1,P000126,infra_intacte,6.38951344091244,
300,E000051,1,P007184,infra_intacte,12.3860220025035,
301,E000052,1,P007111,infra_intacte,12.3144613356693,
302,E000052,1,P007982,infra_intacte,49.956115228201,
303,E000052,1,P000181,infra_intacte,6.18934271279126,
304,E000052,1,P000394,infra_intacte,37.5183055134459,
305,E000052,1,P000395,infra_intacte,61.6365018431784,
306,E000052,1,P000381,infra_intacte,55.0605613618661,
307,E000052,1,P000126,infra_intacte,6.38951344091244,
308,E000052,1,P007143,infra_intacte,13.3873903233501,
309,E000053,1,P007111,infra_intacte,12.3144613356693,
310,E000053,1,P007982,infra_intacte,49.956115228201,
311,E000053,1,P000181,infra_intacte,6.18934271279126,
312,E000053,1,P000394,infra_intacte,37.5183055134459,
313,E000053,1,P000395,infra_intacte,61.6365018431784,
314,E000053,1,P000334,infra_intacte,9.01673275932094,
315,E000053,1,P000123,infra_intacte,33.3289650716569,
316,E000053,1,P007120,infra_intacte,12.3491199261896,
317,E000054,1,P007111,infra_intacte,12.3144613356693,
318,E000054,1,P007982,infra_intacte,49.956115228201,
319,E000054,1,P000181,infra_intacte,6.18934271279126,
320,E000054,1,P000394,infra_intacte,37.5183055134459,
321,E000054,1,P000395,infra_intacte,61.6365018431784,
322,E000054,1,P000334,infra_intacte,9.01673275932094,
323,E000054,1,P000123,infra_intacte,33.3289650716569,
324,E000054,1,P007168,infra_intacte,12.3346123836477,
325,E000055,1,P007111,infra_intacte,12.3144613356693,
326,E000055,1,P007982,infra_intacte,49.956115228201,
327,E000055,1,P000181,infra_intacte,6.18934271279126,
328,E000055,1,P000394,infra_intacte,37.5183055134459,
329,E000055,1,P000395,infra_intacte,61.6365018431784,
330,E000055,1,P000334,infra_intacte,9.01673275932094,
331,E000055,1,P000123,infra_intacte,33.3289650716569,
332,E000055,1,P007199,infra_intacte,13.3989548451235,
333,E000056,1,P007111,infra_intacte,12.3144613356693,
334,E000056,1,P007983,infra_intacte,40.3209288665353,
335,E000056,1,P000160,infra_intacte,44.6252544771484,
336,E000056,1,P000348,infra_intacte,9.12960147203556,
337,E000056,1,P000020,infra_intacte,51.3121054948589,
338,E000056,1,P000148,infra_intacte,34.0746754515243,
339,E000056,1,P000301,infra_intacte,20.079343050329,
340,E000056,1,P007408,infra_intacte,12.0746138744784,
341,E000057,1,P007111,infra_intacte,12.3144613356693,
342,E000057,1,P007983,infra_intacte,40.3209288665353,
343,E000057,1,P000160,infra_intacte,44.6252544771484,
344,E000057,1,P000348,infra_intacte,9.12960147203556,
345,E000057,1,P000020,infra_intacte,51.3121054948589,
346,E000057,1,P000148,infra_intacte,34.0746754515243,
347,E000057,1,P000301,infra_intacte,20.079343050329,
348,E000057,1,P007319,infra_intacte,12.5661599823588,
349,E000058,1,P007111,infra_intacte,12.3144613356693,
350,E000058,1,P007983,infra_intacte,40.3209288665353,
351,E000058,1,P000160,infra_intacte,44.6252544771484,
352,E000058,1,P000348,infra_intacte,9.12960147203556,
353,E000058,1,P000020,infra_intacte,51.3121054948589,
354,E000058,1,P000148,infra_intacte,34.0746754515243,
355,E000058,1,P007986,infra_intacte,35.1097532902904,
356,E000058,1,P007315,infra_intacte,8.40457872181763,
357,E000059,1,P007111,infra_intacte,12.3144613356693,
358,E000059,1,P007983,infra_intacte,40.3209288665353,
359,E000059,1,P000160,infra_intacte,44.6252544771484,
360,E000059,1,P000348,infra_intacte,9.12960147203556,
361,E000059,1,P000020,infra_intacte,51.3121054948589,
362,E000059,1,P000148,infra_intacte,34.0746754515243,
363,E000059,1,P007986,infra_intacte,35.1097532902904,
364,E000059,1,P007166,infra_intacte,10.3449075204212,
365,E000060,1,P007111,infra_intacte,12.3144613356693,
366,E000060,1,P007983,infra_intacte,40.3209288665353,
367,E000060,1,P000160,infra_intacte,44.6252544771484,
368,E000060,1,P000348,infra_intacte,9.12960147203556,
369,E000060,1,P000020,infra_intacte,51.3121054948589,
370,E000060,1,P000015,infra_intacte,7.95699200194991,
371,E000060,1,P000374,infra_intacte,18.1060907381786,
372,E000060,1,P007116,infra_intacte,5.77897002356351,
373,E000061,1,P007111,infra_intacte,12.3144613356693,
374,E000061,1,P007983,infra_intacte,40.3209288665353,
375,E000061,1,P000160,infra_intacte,44.6252544771484,
376,E000061,1,P000348,infra_intacte,9.12960147203556,
377,E000061,1,P000020,infra_intacte,51.3121054948589,
378,E000061,1,P000015,infra_intacte,7.95699200194991,
379,E000061,1,P000075,infra_intacte,38.3380360489679,
380,E000061,1,P007295,infra_intacte,5.70609540183928,
381,E000062,1,P007111,infra_intacte,12.3144613356693,
382,E000062,1,P007983,infra_intacte,40.3209288665353,
383,E000062,1,P000160,infra_intacte,44.6252544771484,
384,E000062,1,P000348,infra_intacte,9.12960147203556,
385,E000062,1,P000020,infra_intacte,51.3121054948589,
386,E000062,1,P000015,infra_intacte,7.95699200194991,
387,E000062,1,P000075,infra_intacte,38.3380360489679,
388,E000062,1,P007352,infra_intacte,15.9938338872644,
389,E000063,1,P007111,infra_intacte,12.3144613356693,
390,E000063,1,P007983,infra_intacte,40.3209288665353,
391,E000063,1,P000160,infra_intacte,44.6252544771484,
392,E000063,1,P000348,infra_intacte,9.12960147203556,
393,E000063,1,P000020,infra_intacte,51.3121054948589,
394,E000063,1,P000236,infra_intacte,22.8129720545209,
395,E000063,1,P000192,infra_intacte,8.66237124097022,
396,E000063,1,P007121,infra_intacte,11.7297082279311,
397,E000064,1,P007111,infra_intacte,12.3144613356693,
398,E000064,1,P007983,infra_intacte,40.3209288665353,
399,E000064,1,P000160,infra_intacte,44.6252544771484,
400,E000064,1,P000348,infra_intacte,9.12960147203556,
401,E000064,1,P000020,infra_intacte,51.3121054948589,
402,E000064,1,P000236,infra_intacte,22.8129720545209,
403,E000064,1,P000192,infra_intacte,8.66237124097022,
404,E000064,1,P007369,infra_intacte,12.7557683738026,
405,E000065,1,P007111,infra_intacte,12.3144613356693,
406,E000065,1,P007983,infra_intacte,40.3209288665353,
407,E000065,1,P000160,infra_intacte,44.6252544771484,
408,E000065,1,P000348,infra_intacte,9.12960147203556,
409,E000065,1,P000020,infra_intacte,51.3121054948589,
410,E000065,1,P000236,infra_intacte,22.8129720545209,
411,E000065,1,P000344,infra_intacte,14.4852003829022,
412,E000065,1,P007343,infra_intacte,12.5966026797671,
413,E000066,1,P007111,infra_intacte,12.3144613356693,
414,E000066,1,P007983,infra_intacte,40.3209288665353,
415,E000066,1,P000160,infra_intacte,44.6252544771484,
416,E000066,1,P000348,infra_intacte,9.12960147203556,
417,E000066,1,P000020,infra_intacte,51.3121054948589,
418,E000066,1,P000236,infra_intacte,22.8129720545209,
419,E000066,1,P000058,infra_intacte,11.0116218465433,
420,E000066,1,P007144,infra_intacte,17.114717098331,
421,E000067,1,P007111,infra_intacte,12.3144613356693,
422,E000067,1,P007983,infra_intacte,40.3209288665353,
423,E000067,1,P000160,infra_intacte,44.6252544771484,
424,E000067,1,P000348,infra_intacte,9.12960147203556,
425,E000067,1,P000020,infra_intacte,51.3121054948589,
426,E000067,1,P006193,a_remplacer,12.1863879405322,12.1863879405322
427,E000067,1,P002851,a_remplacer,10.8032015604234,10.8032015604234
428,E000067,1,P007624,a_remplacer,4.10990474598487,4.10990474598487
429,E000068,1,P007111,infra_intacte,12.3144613356693,
430,E000068,1,P007983,infra_intacte,40.3209288665353,
431,E000068,1,P000160,infra_intacte,44.6252544771484,
432,E000068,1,P000348,infra_intacte,9.12960147203556,
433,E000068,1,P000020,infra_intacte,51.3121054948589,
434,E000068,1,P000168,infra_intacte,25.9415717510763,
435,E000068,1,P007164,infra_intacte,8.48025874056161,
436,E000069,1,P007111,infra_intacte,12.3144613356693,
437,E000069,1,P007983,infra_intacte,40.3209288665353,
438,E000069,1,P000160,infra_intacte,44.6252544771484,
439,E000069,1,P000348,infra_intacte,9.12960147203556,
440,E000069,1,P000020,infra_intacte,51.3121054948589,
441,E000069,1,P000168,infra_intacte,25.9415717510763,
442,E000069,1,P007175,infra_intacte,11.6777215198852,
443,E000070,1,P007111,infra_intacte,12.3144613356693,
444,E000070,1,P007983,infra_intacte,40.3209288665353,
445,E000070,1,P000160,infra_intacte,44.6252544771484,
446,E000070,1,P000348,infra_intacte,9.12960147203556,
447,E000070,1,P000020,infra_intacte,51.3121054948589,
448,E000070,1,P000306,infra_intacte,38.5974690265684,
449,E000070,1,P007216,infra_intacte,9.69778884945307,
450,E000071,1,P007111,infra_intacte,12.3144613356693,
451,E000071,1,P007983,infra_intacte,40.3209288665353,
452,E000071,1,P000160,infra_intacte,44.6252544771484,
453,E000071,1,P000348,infra_intacte,9.12960147203556,
454,E000071,1,P000020,infra_intacte,51.3121054948589,
455,E000071,1,P000306,infra_intacte,38.5974690265684,
456,E000071,1,P007322,infra_intacte,15.2785337647226,
457,E000072,1,P007111,infra_intacte,12.3144613356693,
458,E000072,1,P007983,infra_intacte,40.3209288665353,
459,E000072,1,P000308,infra_intacte,39.1407985664577,
460,E000072,1,P000160,infra_intacte,44.6252544771484,
461,E000072,1,P000347,infra_intacte,47.6908735474847,
462,E000072,1,P000209,infra_intacte,9.5295838397827,
463,E000072,1,P007236,infra_intacte,5.69835782587448,
464,E000073,1,P007111,infra_intacte,12.3144613356693,
465,E000073,1,P007983,infra_intacte,40.3209288665353,
466,E000073,1,P000308,infra_intacte,39.1407985664577,
467,E000073,1,P000160,infra_intacte,44.6252544771484,
468,E000073,1,P000347,infra_intacte,47.6908735474847,
469,E000073,1,P000209,infra_intacte,9.5295838397827,
470,E000073,1,P007126,infra_intacte,7.47640983160744,
471,E000074,1,P007111,infra_intacte,12.3144613356693,
472,E000074,1,P007983,infra_intacte,40.3209288665353,
473,E000074,1,P000308,infra_intacte,39.1407985664577,
474,E000074,1,P000160,infra_intacte,44.6252544771484,
475,E000074,1,P000347,infra_intacte,47.6908735474847,
476,E000074,1,P000209,infra_intacte,9.5295838397827,
477,E000074,1,P007252,infra_intacte,7.78033465043456,
478,E000075,1,P007111,infra_intacte,12.3144613356693,
479,E000075,1,P007983,infra_intacte,40.3209288665353,
480,E000075,1,P000308,infra_intacte,39.1407985664577,
481,E000075,1,P000160,infra_intacte,44.6252544771484,
482,E000075,1,P000347,infra_intacte,47.6908735474847,
483,E000075,1,P000277,infra_intacte,23.9988903150869,
484,E000075,1,P007171,infra_intacte,5.8285333068315,
485,E000076,1,P007111,infra_intacte,12.3144613356693,
486,E000076,1,P007983,infra_intacte,40.3209288665353,
487,E000076,1,P000308,infra_intacte,39.1407985664577,
488,E000076,1,P000160,infra_intacte,44.6252544771484,
489,E000076,1,P000347,infra_intacte,47.6908735474847,
490,E000076,1,P000277,infra_intacte,23.9988903150869,
491,E000076,1,P007189,infra_intacte,7.63497180730141,
492,E000077,1,P007111,infra_intacte,12.3144613356693,
493,E000077,1,P007983,infra_intacte,40.3209288665353,
494,E000077,1,P000308,infra_intacte,39.1407985664577,
495,E000077,1,P000160,infra_intacte,44.6252544771484,
496,E000077,1,P000347,infra_intacte,47.6908735474847,
